"stat_property","month_edit","no_statement","no_claim","stat_claim_ratio"
"P1900","2016-01",2,2,1
"P1900","2016-02",7,7,1
"P1900","2016-03",4,4,1
"P1900","2016-06",1,1,1
"P1901","2015-05",2,2,1
"P1901","2015-06",1,1,1
"P1901","2015-11",1,1,1
"P1901","2015-12",2,2,1
"P1901","2016-08",1,1,1
"P1901","2016-09",5,5,1
"P1902","2015-05",1,1,1
"P1902","2015-07",1,1,1
"P1902","2015-08",1823,1823,1
"P1902","2015-09",6,6,1
"P1902","2015-10",10,10,1
"P1902","2015-11",8,8,1
"P1902","2015-12",8,8,1
"P1902","2016-01",23,23,1
"P1902","2016-03",13,13,1
"P1902","2016-04",17,17,1
"P1902","2016-05",16,16,1
"P1902","2016-07",79,79,1
"P1902","2016-08",43,43,1
"P1902","2016-10",2,2,1
"P1903","2015-06",7,7,1
"P1903","2015-08",1,1,1
"P1905","2015-05",1,1,1
"P1905","2016-02",3,3,1
"P1906","2015-05",18,18,1
"P1906","2015-07",3,3,1
"P1906","2015-08",1,1,1
"P1906","2015-12",5,5,1
"P1906","2016-01",7,7,1
"P1906","2016-04",6,6,1
"P1906","2016-05",4,4,1
"P1906","2016-07",6,6,1
"P1906","2016-08",7,7,1
"P1906","2016-09",11,11,1
"P1907","2015-07",214,214,1
"P1907","2015-10",71,71,1
"P1907","2015-11",52,52,1
"P1907","2015-12",9,9,1
"P1907","2016-01",17,17,1
"P1907","2016-02",103,103,1
"P1907","2016-03",18,18,1
"P1907","2016-04",41,41,1
"P1907","2016-06",2,2,1
"P1907","2016-07",2,2,1
"P1907","2016-08",1,1,1
"P1907","2016-09",1,1,1
"P1908","2015-05",1,1,1
"P1908","2015-10",5,5,1
"P1908","2016-02",3,3,1
"P1908","2016-07",9,9,1
"P1908","2016-08",28,28,1
"P1909","2015-05",1,1,1
"P1910","2015-05",1,1,1
"P1910","2015-09",3,3,1
"P1910","2015-10",1,1,1
"P1910","2016-05",1,1,1
"P1911","2015-05",1,1,1
"P1912","2015-05",1,1,1
"P1912","2015-11",1,1,1
"P1912","2016-04",1,1,1
"P1913","2015-05",1,1,1
"P1913","2016-09",1,1,1
"P1914","2015-05",1,1,1
"P1915","2015-05",1,1,1
"P1916","2015-05",1,1,1
"P1917","2015-05",1,1,1
"P1918","2015-05",1,1,1
"P1919","2015-05",1,1,1
"P1919","2015-06",14,14,1
"P1919","2015-12",1,1,1
"P1920","2015-05",1,1,1
"P1920","2015-06",6,6,1
"P1920","2015-11",163,163,1
"P1920","2016-01",2,2,1
"P1920","2016-02",2,2,1
"P1920","2016-06",1,1,1
"P1920","2016-07",4,4,1
"P1920","2016-08",22,22,1
"P1921","2015-05",2,2,1
"P1921","2015-06",18,18,1
"P1921","2015-07",1,1,1
"P1921","2015-08",3,3,1
"P1921","2015-09",1,1,1
"P1921","2015-10",4,4,1
"P1921","2015-11",2,2,1
"P1921","2015-12",5,5,1
"P1921","2016-01",2,2,1
"P1921","2016-02",2,2,1
"P1921","2016-04",1,1,1
"P1921","2016-06",1,1,1
"P1921","2016-07",2,2,1
"P1921","2016-08",3,3,1
"P1921","2016-09",3,3,1
"P1922","2015-05",4,4,1
"P1922","2015-07",33,33,1
"P1922","2015-08",33,33,1
"P1922","2015-09",3,3,1
"P1922","2015-10",17,17,1
"P1922","2015-12",23,23,1
"P1922","2016-04",91,91,1
"P1922","2016-05",41,41,1
"P1922","2016-06",1,1,1
"P1922","2016-07",4,4,1
"P1922","2016-08",28,28,1
"P1922","2016-09",35,35,1
"P1924","2015-07",1,1,1
"P1924","2015-08",2,2,1
"P1924","2015-11",1,1,1
"P1924","2016-09",1,1,1
"P1925","2015-06",4,4,1
"P1928","2015-06",5,5,1
"P1929","2015-06",1,1,1
"P193","2013-03",5,5,1
"P193","2013-04",1,1,1
"P193","2013-05",8,8,1
"P193","2013-06",6,6,1
"P193","2013-07",1,1,1
"P193","2013-09",9,9,1
"P193","2013-10",3,3,1
"P193","2013-11",1,1,1
"P193","2014-02",6,6,1
"P193","2014-04",275,275,1
"P193","2014-08",2,2,1
"P193","2014-09",4,4,1
"P193","2014-10",5,5,1
"P193","2014-12",1,1,1
"P193","2015-01",1,1,1
"P193","2015-03",2,2,1
"P193","2015-06",5,5,1
"P193","2015-07",4,4,1
"P193","2015-08",2,2,1
"P193","2015-09",4,4,1
"P193","2015-11",1,1,1
"P193","2015-12",1,1,1
"P193","2016-01",2,2,1
"P193","2016-02",6,6,1
"P193","2016-04",5,5,1
"P193","2016-05",5,5,1
"P1930","2015-06",1,1,1
"P1930","2016-01",3,3,1
"P1931","2015-07",1,1,1
"P1931","2015-08",1,1,1
"P1931","2015-10",42,42,1
"P1931","2015-11",3,3,1
"P1931","2016-01",3,3,1
"P1931","2016-03",2,2,1
"P1932","2015-07",1,1,1
"P1932","2015-11",1,1,1
"P1933","2015-08",30,30,1
"P1933","2015-09",32,32,1
"P1933","2015-12",71,71,1
"P1933","2016-01",38,38,1
"P1933","2016-03",72,72,1
"P1933","2016-05",65,65,1
"P1933","2016-06",17,17,1
"P1933","2016-07",20,20,1
"P1933","2016-08",16,16,1
"P1933","2016-09",30,30,1
"P1934","2015-06",4,4,1
"P1934","2015-07",1133,1133,1
"P1934","2015-08",1,1,1
"P1934","2015-10",3,3,1
"P1934","2015-12",4,4,1
"P1934","2016-01",2,2,1
"P1934","2016-02",1,1,1
"P1934","2016-04",1,1,1
"P1934","2016-09",1,1,1
"P1935","2015-07",35,35,1
"P1935","2015-08",5,5,1
"P1935","2015-09",1,1,1
"P1935","2015-10",15,15,1
"P1935","2015-12",3,3,1
"P1935","2016-02",1,1,1
"P1935","2016-03",1,1,1
"P1935","2016-04",1,1,1
"P1935","2016-05",2,2,1
"P1935","2016-06",2,2,1
"P1935","2016-07",2,2,1
"P1935","2016-08",1,1,1
"P1935","2016-09",3,3,1
"P1936","2015-07",3,3,1
"P1936","2015-10",2,2,1
"P1936","2015-11",106,106,1
"P1936","2015-12",18,18,1
"P1936","2016-01",4,4,1
"P1936","2016-02",11,11,1
"P1936","2016-05",5,5,1
"P1936","2016-06",6,6,1
"P1936","2016-07",9,9,1
"P1936","2016-08",10,10,1
"P1936","2016-09",3,3,1
"P1937","2015-07",1,1,1
"P1937","2015-08",1,1,1
"P1937","2016-01",1,1,1
"P1937","2016-05",53,53,1
"P1937","2016-07",128,128,1
"P1937","2016-09",246,246,1
"P1938","2015-09",51,51,1
"P1938","2015-10",96,96,1
"P1938","2015-12",54,54,1
"P1938","2016-01",353,353,1
"P1938","2016-02",90,90,1
"P1938","2016-03",68,68,1
"P1938","2016-04",32,32,1
"P1938","2016-05",29,29,1
"P1938","2016-06",19,19,1
"P1938","2016-08",24,24,1
"P1938","2016-09",33,33,1
"P1939","2015-06",52724,52724,1
"P1939","2015-08",18,18,1
"P1939","2015-09",56,56,1
"P1939","2015-10",40,40,1
"P1939","2015-11",1331,1331,1
"P1939","2015-12",25,25,1
"P1939","2016-01",11,11,1
"P1939","2016-02",6,6,1
"P1939","2016-03",555,555,1
"P1939","2016-04",65,65,1
"P1939","2016-05",24,24,1
"P1939","2016-06",22,22,1
"P1939","2016-07",8,8,1
"P1939","2016-08",18,18,1
"P1939","2016-09",8,8,1
"P194","2013-05",28,28,1
"P194","2013-08",15,15,1
"P194","2013-09",14,14,1
"P194","2013-12",25,25,1
"P194","2014-01",7,7,1
"P194","2014-02",31,31,1
"P194","2014-04",9,9,1
"P194","2014-05",1,1,1
"P194","2014-10",5,5,1
"P194","2014-11",2,2,1
"P194","2014-12",3,3,1
"P194","2015-01",34,34,1
"P194","2015-02",3,3,1
"P194","2015-03",161,161,1
"P194","2015-04",6,6,1
"P194","2015-06",317,317,1
"P194","2015-07",3,3,1
"P194","2015-08",7,7,1
"P194","2015-09",3,3,1
"P194","2015-10",16,16,1
"P194","2015-12",1,1,1
"P194","2016-01",5,5,1
"P194","2016-03",7,7,1
"P194","2016-04",2,2,1
"P194","2016-05",24,24,1
"P194","2016-06",6,6,1
"P194","2016-08",14,14,1
"P194","2016-10",2,2,1
"P1940","2015-06",3,3,1
"P1940","2016-06",1,1,1
"P1942","2015-06",1,1,1
"P1942","2015-10",1,1,1
"P1942","2015-11",1,1,1
"P1943","2015-06",4,4,1
"P1943","2015-07",1,1,1
"P1943","2015-08",3,3,1
"P1943","2015-09",2,2,1
"P1943","2016-01",6,6,1
"P1943","2016-02",7,7,1
"P1943","2016-03",6,6,1
"P1943","2016-04",5,5,1
"P1943","2016-06",11,11,1
"P1943","2016-07",14,14,1
"P1943","2016-09",19,19,1
"P1944","2015-06",2,2,1
"P1944","2015-08",1,1,1
"P1944","2015-09",1,1,1
"P1944","2015-10",19,19,1
"P1944","2015-12",2,2,1
"P1944","2016-02",1,1,1
"P1944","2016-06",27,27,1
"P1944","2016-07",1,1,1
"P1944","2016-08",1,1,1
"P1945","2016-09",1,1,1
"P1946","2016-10",3,3,1
"P1947","2015-06",1,1,1
"P1947","2015-11",9,9,1
"P1947","2016-06",29,29,1
"P1947","2016-08",1,1,1
"P1948","2015-06",5,5,1
"P1948","2015-10",1,1,1
"P1949","2015-06",7,7,1
"P1949","2015-07",1,1,1
"P1949","2015-08",5,5,1
"P1949","2015-09",169,169,1
"P1949","2016-01",3,3,1
"P1949","2016-05",1,1,1
"P1949","2016-06",2,2,1
"P1949","2016-07",2,2,1
"P1949","2016-08",1,1,1
"P1949","2016-09",1,1,1
"P195","2013-04",60,60,1
"P195","2013-05",11,11,1
"P195","2013-06",7,7,1
"P195","2013-10",10,10,1
"P195","2016-10",25,25,1
"P1950","2015-06",5,5,1
"P1950","2015-08",23,23,1
"P1950","2015-09",4,4,1
"P1950","2015-11",20,20,1
"P1950","2015-12",12,12,1
"P1950","2016-01",5,5,1
"P1950","2016-02",2,2,1
"P1950","2016-03",9,9,1
"P1950","2016-04",8,8,1
"P1950","2016-05",1219,1219,1
"P1950","2016-06",100,100,1
"P1950","2016-07",69,69,1
"P1950","2016-08",13,13,1
"P1950","2016-09",51,51,1
"P1950","2016-10",2,2,1
"P1951","2016-03",1,1,1
"P1952","2015-06",156,156,1
"P1952","2015-07",78,78,1
"P1952","2015-10",12,12,1
"P1952","2015-11",23,23,1
"P1952","2015-12",5,5,1
"P1952","2016-01",31,31,1
"P1952","2016-04",10,10,1
"P1952","2016-06",46,46,1
"P1952","2016-08",164,164,1
"P1953","2015-06",4,4,1
"P1953","2015-07",17173,17173,1
"P1953","2016-09",137,137,1
"P1953","2016-10",7,7,1
"P1954","2015-06",1,1,1
"P1954","2015-12",32,32,1
"P1954","2016-01",52,52,1
"P1954","2016-02",27,27,1
"P1954","2016-03",49,49,1
"P1954","2016-04",92,92,1
"P1954","2016-05",346,346,1
"P1954","2016-06",39,39,1
"P1954","2016-07",45,45,1
"P1955","2015-06",1,1,1
"P1955","2015-07",2,2,1
"P1955","2015-08",7,7,1
"P1955","2015-09",12,12,1
"P1955","2015-10",4,4,1
"P1955","2016-02",6,6,1
"P1955","2016-03",15,15,1
"P1955","2016-04",55,55,1
"P1955","2016-05",26,26,1
"P1955","2016-06",12,12,1
"P1955","2016-09",10,10,1
"P1956","2015-06",3,3,1
"P1956","2016-05",2,2,1
"P1957","2015-06",10,10,1
"P1957","2015-08",27,27,1
"P1957","2016-01",16,16,1
"P1957","2016-02",20,20,1
"P1957","2016-04",18,18,1
"P1957","2016-09",18,18,1
"P1958","2015-06",2,2,1
"P1958","2015-07",38,38,1
"P1958","2015-08",12,12,1
"P1958","2015-09",10,10,1
"P1958","2015-10",70,70,1
"P1958","2015-11",41,41,1
"P1958","2015-12",16,16,1
"P1958","2016-01",22,22,1
"P1958","2016-02",17,17,1
"P1958","2016-03",86,86,1
"P1958","2016-04",46,46,1
"P1958","2016-05",22,22,1
"P1958","2016-06",10,10,1
"P1958","2016-07",20,20,1
"P1958","2016-08",14,14,1
"P1958","2016-09",12,12,1
"P1959","2015-06",286,286,1
"P1959","2015-07",302,302,1
"P1959","2015-09",1,1,1
"P1959","2016-01",2,2,1
"P1959","2016-09",1,1,1
"P196","2013-04",2,2,1
"P196","2013-07",59,59,1
"P196","2013-11",11,11,1
"P196","2013-12",15,15,1
"P196","2014-04",1,1,1
"P196","2014-05",1,1,1
"P196","2014-06",1,1,1
"P196","2014-07",4,4,1
"P196","2014-08",3,3,1
"P196","2014-09",1,1,1
"P196","2014-11",4,4,1
"P196","2014-12",16,16,1
"P196","2015-01",16,16,1
"P196","2015-05",4,4,1
"P196","2015-06",1,1,1
"P196","2015-07",2,2,1
"P196","2015-08",40037,40037,1
"P196","2015-09",11,11,1
"P196","2015-10",27,27,1
"P196","2015-11",11,11,1
"P196","2015-12",4,4,1
"P196","2016-01",14,14,1
"P196","2016-02",14,14,1
"P196","2016-03",35,35,1
"P196","2016-04",21,21,1
"P196","2016-05",36,36,1
"P196","2016-06",35,35,1
"P196","2016-08",129,129,1
"P1960","2015-06",10,10,1
"P1960","2015-07",1,1,1
"P1960","2015-08",13,13,1
"P1960","2015-09",23,23,1
"P1960","2015-10",20,20,1
"P1960","2015-11",15,15,1
"P1960","2015-12",6,6,1
"P1960","2016-01",30,30,1
"P1960","2016-03",10,10,1
"P1960","2016-04",26,26,1
"P1960","2016-05",38,38,1
"P1960","2016-09",34,34,1
"P1960","2016-10",1,1,1
"P1961","2015-06",1,1,1
"P1961","2015-07",1,1,1
"P1961","2015-08",1,1,1
"P1961","2015-10",1,1,1
"P1961","2016-07",1,1,1
"P1962","2016-01",1,1,1
"P1962","2016-06",1,1,1
"P1962","2016-08",8,8,1
"P1964","2015-07",4,4,1
"P1964","2015-09",5,5,1
"P1966","2015-06",5,5,1
"P1966","2015-07",1,1,1
"P1966","2016-04",2,2,1
"P1966","2016-05",4,4,1
"P1966","2016-06",3,3,1
"P1966","2016-07",3,3,1
"P1967","2015-07",1,1,1
"P1967","2015-10",1039,1039,1
"P1967","2016-01",19,19,1
"P1967","2016-02",1,1,1
"P1967","2016-03",44,44,1
"P1967","2016-04",13,13,1
"P1967","2016-05",4,4,1
"P1967","2016-06",8,8,1
"P1967","2016-07",58,58,1
"P1967","2016-08",2,2,1
"P1967","2016-09",17,17,1
"P1968","2015-06",1,1,1
"P1968","2015-07",1,1,1
"P1968","2015-10",2,2,1
"P1968","2015-11",2,2,1
"P1968","2016-01",1,1,1
"P1968","2016-02",3,3,1
"P1968","2016-03",28,28,1
"P1968","2016-04",1,1,1
"P1968","2016-05",3,3,1
"P1968","2016-06",1,1,1
"P1968","2016-08",2,2,1
"P1968","2016-09",2,2,1
"P1969","2015-06",417,417,1
"P1969","2015-09",1,1,1
"P1969","2016-01",289,289,1
"P1969","2016-09",56,56,1
"P1970","2015-07",9,9,1
"P1970","2015-08",2,2,1
"P1970","2015-09",9,9,1
"P1970","2015-10",550,550,1
"P1970","2015-11",279,279,1
"P1970","2016-01",389,389,1
"P1970","2016-02",5498,5498,1
"P1970","2016-03",25,25,1
"P1970","2016-05",40,40,1
"P1970","2016-06",29,29,1
"P1970","2016-07",16,16,1
"P1970","2016-10",299,299,1
"P1971","2015-07",101,101,1
"P1971","2015-09",136,136,1
"P1971","2016-07",81,81,1
"P1971","2016-08",142,142,1
"P1971","2016-10",4,4,1
"P1972","2015-06",6,6,1
"P1972","2015-07",9,9,1
"P1972","2015-08",1,1,1
"P1972","2015-09",1,1,1
"P1972","2015-12",10,10,1
"P1972","2016-02",1,1,1
"P1972","2016-03",1,1,1
"P1972","2016-05",4,4,1
"P1972","2016-08",2,2,1
"P1972","2016-09",6,6,1
"P1973","2015-10",4,4,1
"P1973","2015-12",1,1,1
"P1973","2016-01",1,1,1
"P1973","2016-02",3,3,1
"P1973","2016-03",4,4,1
"P1973","2016-04",3,3,1
"P1973","2016-05",3,3,1
"P1973","2016-06",5,5,1
"P1973","2016-09",1,1,1
"P1976","2015-09",16,16,1
"P1976","2015-10",1,1,1
"P1976","2015-11",32,32,1
"P1976","2016-02",1,1,1
"P1976","2016-06",1,1,1
"P1977","2015-07",1,1,1
"P1977","2015-08",7,7,1
"P1977","2016-02",41,41,1
"P1977","2016-04",1220,1220,1
"P1977","2016-05",752,752,1
"P1977","2016-06",280,280,1
"P1977","2016-07",647,647,1
"P1977","2016-08",264,264,1
"P1977","2016-09",84,84,1
"P1977","2016-10",1,1,1
"P1978","2015-08",15,15,1
"P1978","2015-09",4,4,1
"P1978","2015-10",4,4,1
"P1978","2015-12",12,12,1
"P1978","2016-02",3,3,1
"P1978","2016-04",3,3,1
"P1978","2016-09",1,1,1
"P1979","2015-07",5,5,1
"P1979","2016-01",1,1,1
"P198","2013-07",30,30,1
"P198","2013-08",14,14,1
"P198","2013-09",200,200,1
"P198","2013-10",13,13,1
"P198","2013-11",3526,3526,1
"P198","2013-12",8,8,1
"P198","2014-01",12,12,1
"P198","2014-02",8,8,1
"P198","2014-04",19,19,1
"P198","2014-05",7,7,1
"P198","2014-06",20,20,1
"P198","2014-09",9,9,1
"P198","2014-10",4,4,1
"P198","2014-12",22,22,1
"P1980","2015-07",57,57,1
"P1980","2015-10",2,2,1
"P1980","2015-11",186,186,1
"P1980","2015-12",5,5,1
"P1980","2016-01",15,15,1
"P1980","2016-02",2,2,1
"P1980","2016-03",20,20,1
"P1980","2016-04",35,35,1
"P1980","2016-05",9,9,1
"P1980","2016-06",1,1,1
"P1980","2016-07",5,5,1
"P1980","2016-08",107,107,1
"P1980","2016-09",25,25,1
"P1981","2015-07",13,13,1
"P1981","2015-09",21,21,1
"P1981","2015-10",6,6,1
"P1981","2015-11",2,2,1
"P1981","2015-12",6,6,1
"P1981","2016-01",2,2,1
"P1981","2016-02",3001,3001,1
"P1981","2016-03",25,25,1
"P1981","2016-04",74,74,1
"P1981","2016-05",22,22,1
"P1981","2016-06",12,12,1
"P1981","2016-07",5,5,1
"P1981","2016-08",7,7,1
"P1981","2016-09",7,7,1
"P1982","2015-07",20,20,1
"P1982","2015-08",267,267,1
"P1982","2015-09",2,2,1
"P1982","2015-10",3,3,1
"P1982","2015-11",2466,2466,1
"P1982","2015-12",17,17,1
"P1982","2016-01",1,1,1
"P1982","2016-02",3,3,1
"P1982","2016-03",4,4,1
"P1982","2016-04",17,17,1
"P1982","2016-05",39,39,1
"P1982","2016-06",1,1,1
"P1982","2016-07",1,1,1
"P1982","2016-08",2,2,1
"P1982","2016-09",5,5,1
"P1983","2015-07",5,5,1
"P1983","2015-08",1,1,1
"P1983","2015-11",98,98,1
"P1983","2016-04",1,1,1
"P1983","2016-05",1,1,1
"P1983","2016-06",1,1,1
"P1983","2016-07",4,4,1
"P1983","2016-09",1,1,1
"P1984","2015-07",4,4,1
"P1984","2015-08",1,1,1
"P1984","2015-12",3,3,1
"P1984","2016-03",2,2,1
"P1984","2016-04",1,1,1
"P1984","2016-05",6,6,1
"P1984","2016-07",11,11,1
"P1984","2016-08",4,4,1
"P1984","2016-09",9,9,1
"P1985","2015-07",8,8,1
"P1985","2015-08",1,1,1
"P1985","2015-10",2,2,1
"P1985","2015-11",3,3,1
"P1985","2015-12",4,4,1
"P1985","2016-02",2,2,1
"P1985","2016-03",1,1,1
"P1985","2016-04",15,15,1
"P1985","2016-05",7,7,1
"P1985","2016-06",1,1,1
"P1985","2016-07",15,15,1
"P1986","2015-09",92,92,1
"P1986","2015-10",73,73,1
"P1986","2016-03",283,283,1
"P1986","2016-08",267,267,1
"P1986","2016-10",1,1,1
"P1987","2015-07",86,86,1
"P1987","2015-08",7,7,1
"P1987","2015-10",1,1,1
"P1987","2016-06",73,73,1
"P1987","2016-07",24,24,1
"P1987","2016-09",1,1,1
"P1988","2015-08",1,1,1
"P1988","2015-09",1,1,1
"P1988","2015-10",2,2,1
"P1988","2015-11",8,8,1
"P1988","2015-12",4,4,1
"P1988","2016-08",2,2,1
"P1988","2016-09",7,7,1
"P1989","2015-07",7,7,1
"P1989","2015-08",372,372,1
"P1989","2015-10",5,5,1
"P1989","2015-11",3,3,1
"P1989","2016-02",1,1,1
"P1989","2016-03",4,4,1
"P1989","2016-04",1,1,1
"P1989","2016-05",1,1,1
"P1989","2016-06",1,1,1
"P1989","2016-07",4,4,1
"P1989","2016-08",1,1,1
"P1989","2016-09",13,13,1
"P199","2013-08",1,1,1
"P199","2014-01",2,2,1
"P199","2014-02",1,1,1
"P199","2014-11",1,1,1
"P199","2015-04",2,2,1
"P199","2015-06",1,1,1
"P199","2015-12",2,2,1
"P199","2016-01",2,2,1
"P199","2016-09",3,3,1
"P1990","2016-04",1,1,1
"P1990","2016-05",1,1,1
"P1990","2016-09",2,2,1
"P1991","2015-07",2,2,1
"P1991","2015-08",6,6,1
"P1991","2016-03",259,259,1
"P1991","2016-04",1,1,1
"P1991","2016-07",2,2,1
"P1991","2016-08",1,1,1
"P1992","2015-08",65,65,1
"P1992","2015-09",64,64,1
"P1992","2015-10",32,32,1
"P1992","2015-11",3,3,1
"P1992","2015-12",2,2,1
"P1992","2016-01",80,80,1
"P1992","2016-02",9,9,1
"P1992","2016-03",22,22,1
"P1992","2016-04",23,23,1
"P1992","2016-06",88,88,1
"P1992","2016-08",39,39,1
"P1992","2016-09",18,18,1
"P1993","2015-12",3,3,1
"P1993","2016-01",2,2,1
"P1993","2016-02",5,5,1
"P1993","2016-04",1,1,1
"P1993","2016-05",2,2,1
"P1993","2016-09",1,1,1
"P1994","2015-07",1,1,1
"P1994","2015-08",1,1,1
"P1994","2015-09",1261,1261,1
"P1994","2016-01",2,2,1
"P1994","2016-02",2,2,1
"P1994","2016-03",3,3,1
"P1994","2016-04",2,2,1
"P1994","2016-05",5,5,1
"P1994","2016-07",1,1,1
"P1994","2016-08",7,7,1
"P1994","2016-09",2,2,1
"P1994","2016-10",1,1,1
"P1995","2016-10",1,1,1
"P1996","2015-07",4,4,1
"P1996","2015-09",163,163,1
"P1996","2015-11",5,5,1
"P1996","2015-12",7,7,1
"P1996","2016-01",10,10,1
"P1996","2016-06",68,68,1
"P1996","2016-07",85,85,1
"P1996","2016-08",35,35,1
"P1997","2015-07",4,4,1
"P1997","2015-10",3,3,1
"P1997","2015-11",2,2,1
"P1997","2015-12",1,1,1
"P1997","2016-03",34,34,1
"P1997","2016-05",6,6,1
"P1997","2016-06",8,8,1
"P1997","2016-07",7,7,1
"P1997","2016-09",3,3,1
"P1999","2015-07",9,9,1
"P1999","2015-08",1,1,1
"P1999","2015-09",3,3,1
"P1999","2015-12",3,3,1
"P1999","2016-01",3,3,1
"P1999","2016-02",2,2,1
"P1999","2016-05",12,12,1
"P1999","2016-06",4,4,1
"P1999","2016-08",2,2,1
"P1999","2016-09",10,10,1
"P200","2013-06",5,5,1
"P200","2013-07",3,3,1
"P200","2013-12",2,2,1
"P200","2014-04",2,2,1
"P200","2014-06",4,4,1
"P200","2014-10",2,2,1
"P200","2014-11",2,2,1
"P200","2015-10",1,1,1
"P200","2016-04",4,4,1
"P200","2016-05",6,6,1
"P2000","2015-07",6,6,1
"P2000","2015-08",2,2,1
"P2000","2015-12",2,2,1
"P2000","2016-06",1,1,1
"P2000","2016-07",462,462,1
"P2000","2016-09",1,1,1
"P2001","2015-10",1,1,1
"P2001","2015-11",1,1,1
"P2001","2016-03",1,1,1
"P2001","2016-09",1,1,1
"P2002","2016-10",17,17,1
"P2003","2015-07",446,446,1
"P2003","2015-12",57,57,1
"P2003","2016-10",6,6,1
"P2004","2015-07",1,1,1
"P2004","2015-09",1,1,1
"P2004","2015-11",12,12,1
"P2004","2015-12",15,15,1
"P2004","2016-03",2,2,1
"P2004","2016-04",2,2,1
"P2004","2016-08",4,4,1
"P2005","2015-07",1060,1060,1
"P2005","2015-08",1,1,1
"P2005","2015-09",2,2,1
"P2005","2015-10",3,3,1
"P2005","2015-11",3,3,1
"P2005","2016-01",2,2,1
"P2005","2016-09",1,1,1
"P2006","2015-07",12,12,1
"P2006","2015-08",25,25,1
"P2006","2016-01",12,12,1
"P2006","2016-03",124,124,1
"P2006","2016-04",6,6,1
"P2006","2016-05",7,7,1
"P2006","2016-06",2,2,1
"P2006","2016-07",7,7,1
"P2006","2016-08",2,2,1
"P2006","2016-09",68,68,1
"P2006","2016-10",5,5,1
"P2007","2015-07",6,6,1
"P2007","2015-08",7,7,1
"P2007","2015-10",4,4,1
"P2007","2015-12",18,18,1
"P2007","2016-03",255,255,1
"P2007","2016-06",1,1,1
"P2007","2016-09",171,171,1
"P2008","2015-07",1,1,1
"P2008","2015-08",3,3,1
"P2008","2015-09",2,2,1
"P2008","2015-11",1,1,1
"P2008","2016-02",10,10,1
"P2008","2016-03",8,8,1
"P2008","2016-04",2,2,1
"P2008","2016-05",4,4,1
"P2008","2016-07",82,82,1
"P2008","2016-08",60,60,1
"P2008","2016-09",3,3,1
"P2009","2015-07",1,1,1
"P2009","2016-01",2,2,1
"P2009","2016-04",1,1,1
"P201","2013-06",6,6,1
"P201","2013-07",4,4,1
"P201","2013-08",2,2,1
"P201","2013-10",12,12,1
"P201","2013-11",1,1,1
"P201","2013-12",5,5,1
"P201","2014-02",4,4,1
"P201","2014-04",3,3,1
"P201","2014-06",15,15,1
"P201","2014-07",13,13,1
"P201","2014-08",8,8,1
"P201","2014-09",12,12,1
"P201","2014-10",3,3,1
"P201","2014-11",2,2,1
"P201","2014-12",1,1,1
"P201","2015-01",1,1,1
"P201","2015-03",24,24,1
"P201","2015-04",46,46,1
"P201","2015-05",72,72,1
"P201","2015-07",24,24,1
"P201","2015-09",14,14,1
"P201","2015-10",2,2,1
"P201","2016-02",27,27,1
"P201","2016-03",4,4,1
"P201","2016-04",8,8,1
"P201","2016-06",14,14,1
"P201","2016-08",390,390,1
"P2010","2015-07",1,1,1
"P2010","2015-08",182,182,1
"P2010","2016-01",2,2,1
"P2010","2016-04",1,1,1
"P2011","2015-07",2,2,1
"P2011","2015-09",13,13,1
"P2011","2015-11",22,22,1
"P2011","2015-12",23,23,1
"P2011","2016-01",28,28,1
"P2011","2016-02",61,61,1
"P2011","2016-04",6,6,1
"P2011","2016-05",3,3,1
"P2011","2016-06",20,20,1
"P2011","2016-07",8,8,1
"P2011","2016-08",8,8,1
"P2011","2016-09",5,5,1
"P2011","2016-10",2,2,1
"P2012","2015-07",4,4,1
"P2012","2015-10",3,3,1
"P2012","2016-01",2,2,1
"P2012","2016-02",2,2,1
"P2012","2016-04",1,1,1
"P2012","2016-05",2,2,1
"P2012","2016-06",2,2,1
"P2012","2016-08",2,2,1
"P2013","2016-10",12,12,1
"P2014","2015-09",1,1,1
"P2014","2015-10",4,4,1
"P2014","2015-12",8,8,1
"P2014","2016-01",10,10,1
"P2014","2016-05",11,11,1
"P2014","2016-08",1,1,1
"P2014","2016-09",5,5,1
"P2015","2015-12",83,83,1
"P2015","2016-02",195,195,1
"P2015","2016-03",269,269,1
"P2015","2016-04",131,131,1
"P2015","2016-05",118,118,1
"P2015","2016-06",45,45,1
"P2015","2016-09",97,97,1
"P2016","2015-08",274,274,1
"P2016","2015-09",44,44,1
"P2016","2015-10",5,5,1
"P2016","2015-11",47,47,1
"P2016","2015-12",87,87,1
"P2016","2016-01",3,3,1
"P2016","2016-02",2,2,1
"P2016","2016-03",7,7,1
"P2016","2016-04",2,2,1
"P2016","2016-05",1,1,1
"P2016","2016-06",1,1,1
"P2016","2016-07",26,26,1
"P2016","2016-09",34,34,1
"P2016","2016-10",1,1,1
"P2017","2015-08",2,2,1
"P2017","2015-09",2,2,1
"P2017","2015-10",2,2,1
"P2017","2015-11",1,1,1
"P2017","2016-03",6,6,1
"P2017","2016-08",6,6,1
"P2018","2015-11",5,5,1
"P2018","2015-12",1,1,1
"P2018","2016-02",1,1,1
"P2018","2016-04",2,2,1
"P2018","2016-05",2,2,1
"P2018","2016-06",1,1,1
"P2018","2016-08",1,1,1
"P2018","2016-09",1,1,1
